cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,poisonous
f,f,?,f,f,?,c,b,p,e,b,k,k,n,n,p,?,o,l,h,v,g,p
x,f,g,?,f,f,c,?,h,e,b,k,k,b,b,p,w,o,l,h,?,g,p
x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,?,o,p,k,v,d,p
f,f,e,t,n,f,c,b,w,t,b,s,s,w,?,p,w,o,p,n,v,d,e
f,y,g,f,f,f,c,b,p,e,b,k,k,b,e,p,?,o,l,h,v,g,p
x,f,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,?,k,v,d,p
f,s,w,t,f,f,c,?,p,t,b,f,s,o,e,p,w,o,p,h,v,g,p
x,y,y,f,a,f,c,b,p,e,e,k,k,n,n,?,w,o,l,h,v,p,p
x,y,b,?,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,e
f,f,g,t,f,f,c,b,g,e,b,k,k,n,p,p,w,o,?,h,y,?,p
x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,p
x,f,y,f,?,f,?,b,?,e,b,k,k,n,b,p,w,o,l,h,y,g,p
f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,p
f,f,g,t,n,f,c,b,?,t,b,s,s,p,g,p,w,?,p,n,y,d,e
x,?,y,f,f,f,c,b,h,e,b,k,k,?,p,p,w,o,l,h,v,d,p
x,y,g,f,f,f,c,b,h,e,?,k,k,p,p,p,w,o,l,h,v,d,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,p
x,f,g,f,c,f,w,?,?,e,b,s,s,w,w,p,w,o,p,n,s,d,p
x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
k,y,?,f,f,f,c,b,p,e,b,k,k,p,n,?,w,o,l,h,v,g,p
x,s,g,t,f,f,c,?,h,?,b,s,s,w,w,p,w,o,p,h,s,d,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
f,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,n,e,k,y,d,e
f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,p
f,f,e,t,?,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,e
f,y,g,f,f,f,c,b,?,?,b,k,k,p,b,p,w,o,l,?,y,p,p
f,y,n,t,n,f,?,b,n,t,b,?,s,g,w,p,w,o,p,k,v,d,e
f,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,e
x,y,g,f,f,f,c,?,g,e,b,k,k,n,?,p,w,o,l,h,y,p,p
x,y,g,f,f,f,c,b,h,e,b,k,k,o,p,p,w,o,l,h,y,d,p
f,f,e,t,n,f,c,b,w,t,b,s,?,g,g,p,w,o,p,n,v,d,e
f,f,g,f,f,f,?,?,p,e,b,k,?,b,b,p,w,?,l,h,v,p,p
f,f,g,t,n,f,c,b,w,t,b,s,?,p,p,p,w,o,p,k,y,d,e
f,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,e
f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,e
f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,p
x,f,e,t,n,f,c,b,?,t,b,s,s,?,p,p,w,o,p,k,v,d,e
f,g,g,f,f,f,c,b,?,e,?,k,k,p,b,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,p
f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,p
x,f,y,f,f,f,c,b,p,?,b,k,k,n,n,?,w,o,l,h,v,?,p
x,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,n,o,p,n,v,d,e
x,y,g,t,n,f,c,b,?,t,b,s,?,g,w,p,w,o,p,n,v,d,e
f,y,g,f,?,a,c,b,g,e,b,k,k,b,?,p,w,o,l,h,v,g,p
f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p
x,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,p
?,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,?,l,h,y,p,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,p
x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
f,f,y,f,f,f,c,b,p,e,b,?,?,p,b,p,?,o,l,h,v,g,p
f,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,u,s,g,p
x,y,g,f,f,f,c,b,?,t,b,k,k,n,p,p,w,n,l,?,v,d,p
x,y,y,f,f,f,c,b,p,t,b,k,k,p,p,?,w,o,l,h,v,d,p
x,s,?,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p
f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,e,w,v,d,e
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,?,l,h,y,g,p
x,f,y,f,f,f,c,b,p,?,b,k,k,n,p,p,w,o,l,h,v,d,p
x,f,y,f,a,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,p
f,f,g,f,f,f,c,b,p,e,b,k,k,c,n,p,w,o,l,h,v,g,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,?,y,d,p
f,f,g,t,n,f,c,b,u,t,?,s,s,g,w,p,w,o,p,k,v,d,e
?,f,g,f,f,f,c,b,p,e,b,k,k,p,w,p,w,o,l,h,y,d,p
?,y,n,t,n,?,c,b,u,t,?,s,s,w,p,p,w,o,p,n,y,d,e
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,?,l,h,v,d,p
f,f,p,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,k,v,d,p
x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,?,p
x,y,g,f,f,f,c,b,h,?,b,k,k,n,n,p,w,o,l,h,y,d,p
f,y,n,t,n,f,?,b,p,t,b,s,s,g,w,p,?,?,p,k,v,d,e
x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,p
x,f,y,f,f,f,c,?,p,e,b,k,k,p,b,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d,p
x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
f,f,y,f,f,f,c,b,p,e,b,k,k,?,p,p,w,o,l,h,y,d,p
f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,p
f,y,e,t,n,f,c,b,p,t,b,s,s,g,c,p,w,o,p,k,v,d,e
x,y,n,f,s,f,c,?,g,e,b,k,k,p,b,p,o,o,l,h,v,p,p
f,f,y,f,f,f,?,b,g,e,b,s,k,b,e,p,w,o,l,h,v,p,p
x,f,g,f,?,f,c,n,g,e,b,s,s,w,?,p,w,o,p,n,s,d,p
x,s,p,f,c,f,w,n,u,?,b,s,s,w,w,p,w,o,p,k,v,d,p
x,f,e,t,n,f,w,b,n,t,b,s,s,o,p,p,w,o,e,n,v,d,e
x,y,y,f,f,f,c,b,h,e,?,k,k,b,b,p,w,o,?,h,?,g,p
f,f,n,t,n,f,c,n,n,t,b,s,s,w,w,p,w,o,e,n,y,d,e
f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
f,y,y,t,f,?,?,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,p
x,f,y,f,f,?,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,p
x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,?,v,d,p
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,?,l,h,y,d,p
f,f,y,f,?,f,c,b,g,?,b,k,k,p,n,p,w,o,l,h,y,p,p
?,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,e
x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,?,?,w,o,l,h,v,p,p
f,f,g,f,f,f,c,b,p,?,b,k,k,b,n,p,w,o,l,?,v,p,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,p
f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,?,o,v,d,e
f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,?,d,e
x,f,y,?,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,p
f,y,u,f,n,f,c,?,h,e,?,s,f,w,w,p,w,o,f,h,y,d,e
f,y,n,t,n,?,c,b,u,t,b,?,s,p,w,p,w,o,p,n,y,d,e
f,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,p
?,f,y,?,f,f,c,b,g,e,b,k,k,b,?,p,w,o,l,h,v,?,p
x,y,g,f,?,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,d,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,w,y,p,p
f,f,y,f,f,f,c,b,?,e,b,k,k,?,b,p,?,o,l,h,v,p,p
x,y,y,f,f,?,c,b,g,e,b,k,k,b,b,p,w,o,l,h,?,d,p
x,f,y,f,f,f,c,b,h,e,b,k,k,w,n,p,w,o,l,h,v,p,p
x,y,g,f,a,f,c,b,p,e,b,k,k,?,n,?,w,o,l,h,v,p,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,c,p,w,o,l,h,y,p,p
x,f,g,t,n,f,c,b,u,t,b,s,s,?,g,p,w,o,p,n,v,d,e
f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,?,w,o,l,h,y,d,p
f,y,e,t,n,f,c,b,p,t,?,s,s,g,g,p,w,o,p,n,v,d,e
x,f,g,f,f,f,c,?,p,e,b,k,k,b,n,?,w,o,l,h,v,d,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,p
?,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,w,t,b,s,s,p,g,?,w,o,p,k,y,d,e
f,y,g,?,f,f,c,b,p,e,c,k,k,n,p,p,w,?,l,h,v,g,p
x,f,e,t,n,f,c,?,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e
f,f,e,t,n,f,c,b,p,t,r,s,s,p,w,p,w,o,p,n,y,d,e
f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,?,v,p,p
x,f,w,f,c,f,c,n,u,e,b,?,s,w,w,p,w,o,p,k,v,d,p
x,y,g,f,f,f,c,b,p,e,b,k,k,w,n,p,w,o,l,h,y,d,p
x,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
x,f,y,f,f,?,?,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,p
f,y,?,f,f,f,c,b,?,e,r,k,k,b,p,p,w,o,l,h,y,?,p
f,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,o,y,d,e
x,y,n,f,f,?,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
?,y,e,t,n,f,c,n,n,t,b,s,s,g,g,p,w,o,p,n,v,d,e
b,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
f,f,g,t,n,f,?,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,e
f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,g,p
f,y,g,f,n,?,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,e
f,f,y,?,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,p,p
f,f,y,t,f,f,c,b,g,e,b,k,k,n,n,p,?,?,l,h,y,g,p
?,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,p
f,f,e,t,n,f,c,b,u,t,b,s,s,?,w,p,w,o,p,n,v,d,e
x,f,?,f,f,?,?,b,p,e,b,k,k,n,p,p,w,o,p,h,y,p,p
f,f,y,f,f,f,c,b,g,e,b,k,k,c,b,p,w,o,l,h,v,g,p
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,c,d,p
x,f,y,f,f,f,c,b,g,e,b,k,?,b,b,p,w,o,l,?,y,p,p
f,f,u,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,?,g,p
f,f,y,f,f,f,c,?,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p
x,y,g,f,f,f,c,?,p,e,b,k,k,n,b,p,w,o,l,h,v,p,p
f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,e
f,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,p
f,f,y,f,f,f,c,b,w,e,b,k,?,n,p,p,w,o,l,h,v,g,p
f,f,n,t,n,f,c,b,r,t,b,s,s,w,p,?,w,o,p,k,v,d,e
x,y,y,f,f,f,c,b,g,e,b,k,?,p,p,p,w,?,l,h,v,p,p
x,y,y,f,f,f,c,n,h,e,?,k,?,b,p,p,w,o,l,h,v,p,p
f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,?,e
?,y,g,f,f,f,c,b,p,e,b,k,k,n,p,?,?,o,l,h,y,p,p
f,f,?,t,n,f,c,b,?,t,b,s,s,g,?,p,w,o,p,k,y,d,e
x,?,y,f,f,a,c,b,g,e,b,k,k,b,b,p,w,o,l,u,v,g,p
f,y,g,f,f,f,c,b,h,e,b,k,?,b,b,p,w,o,l,h,?,d,p
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,p
x,f,g,f,c,?,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,p
f,?,?,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,e
b,y,g,f,f,f,c,?,g,e,b,k,?,p,p,p,w,o,l,h,y,g,p
x,f,g,f,f,f,c,b,h,e,b,s,k,b,b,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,p
f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,e
x,y,y,f,f,f,c,b,p,e,b,y,k,b,n,?,w,o,l,h,?,d,p
f,f,g,f,f,f,c,b,g,?,b,k,?,p,b,?,w,o,l,h,y,d,p
f,y,g,t,?,f,c,b,?,t,b,s,k,w,g,p,w,o,p,n,v,d,e
f,y,e,t,n,f,c,?,w,t,b,s,s,p,g,p,w,o,p,k,v,d,e
?,s,g,t,?,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,p
x,f,g,f,f,f,c,b,g,t,b,k,k,p,n,p,w,o,l,h,y,p,p
f,y,g,f,a,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,p
x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,p
x,f,y,f,l,f,?,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,p
f,y,g,f,f,a,c,b,p,e,b,k,?,n,p,p,w,o,l,h,?,p,p
f,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,e
?,y,g,f,f,f,c,b,h,e,b,k,k,b,?,p,w,o,l,h,v,g,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,?,l,h,v,g,p
x,y,g,f,f,f,c,b,p,?,b,k,?,b,b,p,w,o,l,?,y,p,p
?,f,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,e
f,y,e,t,n,f,c,b,p,t,b,s,s,?,?,p,w,o,p,n,v,d,e
f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,e
f,f,y,f,f,f,c,b,h,e,b,k,k,?,?,p,w,o,l,h,c,g,p
f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,p,p
f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,e
x,y,g,f,f,f,c,?,g,e,b,k,k,p,b,p,w,o,l,h,y,g,p
f,f,g,t,n,f,c,b,u,t,b,s,k,?,w,p,w,o,p,n,v,d,e
x,f,y,f,f,f,c,b,?,e,b,k,k,n,p,p,w,o,n,h,v,p,p
x,y,?,f,f,f,c,b,p,?,b,k,k,p,n,p,w,o,l,h,v,d,p
x,y,?,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,p
f,f,y,f,n,f,w,n,w,e,b,f,f,w,e,p,w,o,e,w,v,l,e
k,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,p
f,f,g,?,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,m,p
?,y,g,f,f,f,c,b,h,e,b,k,s,p,n,p,w,o,l,h,v,g,p
f,y,g,?,f,f,c,b,p,e,?,k,k,p,b,p,w,o,l,h,y,g,p
x,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,?,u,p
f,f,g,f,f,f,c,b,h,e,b,k,k,n,?,p,w,o,l,h,?,d,p
x,y,g,f,f,f,c,b,?,e,b,k,k,?,p,?,w,o,l,h,v,g,p
f,f,?,f,f,f,c,b,g,e,b,?,k,b,b,p,?,o,l,h,y,p,p
f,f,?,f,f,f,c,b,h,?,b,k,k,n,p,p,w,o,l,h,v,p,p
f,f,g,?,f,f,c,b,g,e,e,k,k,p,p,p,w,o,l,h,y,d,p
f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e
x,s,y,f,f,f,c,?,p,e,b,k,?,b,b,p,w,?,l,h,y,d,p
x,f,y,f,f,f,?,n,h,e,b,k,k,b,b,p,w,o,l,h,y,?,p
f,?,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,s,d,e
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,p,p
f,f,g,f,f,?,c,b,h,e,b,k,k,b,b,p,w,n,l,h,c,d,p
x,y,y,f,f,f,c,b,g,e,b,k,k,o,n,p,w,o,l,h,y,d,p
?,g,g,t,n,f,c,b,w,t,b,s,s,w,w,p,n,o,p,k,y,?,e
x,f,g,f,f,f,c,b,r,e,b,k,k,n,p,p,w,o,l,h,v,g,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p
f,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e
f,f,r,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,e
x,y,g,f,?,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,p
f,y,r,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,?,h,v,p,p
f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,p
f,f,g,f,f,f,c,b,g,e,?,k,k,n,p,p,w,o,l,h,v,p,p
f,f,?,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,p
f,s,b,t,f,f,w,b,g,?,b,f,f,w,w,p,w,o,p,h,s,p,p
f,f,?,t,n,?,c,b,u,t,b,?,s,p,p,p,w,o,p,n,y,d,e
x,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
x,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,e
x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,p
x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,p
x,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
f,f,g,f,f,f,c,b,?,e,?,?,k,n,p,p,w,?,l,h,y,p,p
x,f,y,f,f,f,c,b,w,e,?,k,k,b,b,p,w,o,l,h,v,g,p
x,s,g,?,?,f,c,b,w,t,b,s,f,w,w,p,?,o,p,h,s,u,p
f,y,g,f,f,f,c,?,h,e,b,k,k,b,p,p,w,?,l,h,y,p,p
x,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,?,p,p,w,o,l,?,?,p,p
f,f,g,f,f,f,c,b,h,e,?,k,k,n,b,p,w,o,l,h,y,d,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,?,w,o,l,h,y,d,p
x,y,g,f,f,f,c,?,g,e,b,k,k,n,?,p,w,o,l,h,y,g,p
f,f,g,f,f,?,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,p
x,f,y,f,f,f,?,b,p,e,b,k,k,?,?,p,w,o,l,h,y,g,p
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,?,w,o,l,h,v,g,p
x,f,y,f,f,?,c,b,h,e,b,k,k,n,b,?,w,o,l,h,v,g,p
x,f,?,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,p
x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,p
f,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,?,p,n,v,u,p
x,f,y,t,f,f,c,b,h,e,b,k,k,?,n,p,w,o,n,h,y,g,p
f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,p
f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,?,w,o,l,h,?,d,p
f,f,y,f,?,f,c,b,p,e,b,k,k,p,n,p,w,?,?,h,y,d,p
f,f,y,f,f,f,c,?,g,e,b,k,k,b,p,p,y,o,l,h,v,d,p
x,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,p
x,y,?,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,e,?,y,p,p
f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,?,w,o,?,n,v,d,e
?,f,y,f,f,f,c,b,h,e,b,k,?,n,p,p,w,o,l,h,v,d,p
f,f,g,f,f,f,c,b,h,e,b,k,k,?,?,p,y,o,l,h,y,d,p
f,y,g,f,f,f,c,?,h,e,b,k,k,n,p,p,w,n,l,h,v,p,p
x,f,?,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,p
x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,o,n,l,h,v,?,p
x,f,g,f,f,f,c,b,h,?,b,k,k,n,b,p,w,o,l,r,?,d,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,?,h,y,p,p
f,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u,p
?,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,p
f,y,w,f,f,f,?,b,h,e,b,?,k,n,n,p,w,o,l,h,y,p,p
?,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,p
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,?,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,p
x,y,p,f,f,f,?,b,p,e,b,k,k,n,b,p,w,?,?,h,y,g,p
x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,?,o,p,h,y,p,p
f,f,g,f,f,f,c,b,g,e,c,k,k,p,b,p,w,o,l,h,v,g,p
x,f,y,f,f,f,c,b,y,e,b,k,k,n,b,p,w,o,l,h,y,d,p
f,y,g,f,p,f,c,b,p,e,b,k,k,n,?,p,w,o,l,h,v,d,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,p
x,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,?,s,g,p
f,f,?,f,?,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,p
b,s,b,t,f,f,c,b,p,?,b,f,s,w,w,p,w,o,p,h,s,g,p
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,?,?,v,d,p
x,y,g,f,?,f,c,b,p,e,b,k,k,n,n,p,w,?,l,h,v,d,p
x,s,y,f,f,f,c,b,g,?,b,k,k,?,b,p,w,o,l,h,y,g,p
x,f,y,f,f,f,c,b,p,?,b,k,k,?,n,p,w,o,l,h,y,?,p
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,p
f,?,g,t,l,f,?,b,?,t,b,s,s,g,g,?,w,o,p,n,?,d,e
f,?,?,f,f,f,c,b,h,e,r,k,?,p,p,p,w,o,l,h,y,p,p
x,y,g,f,f,f,c,?,h,e,b,k,k,p,n,p,w,o,l,h,?,p,p
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,?,?,g,p
f,y,y,f,f,f,c,b,h,t,b,k,k,n,p,p,w,o,?,h,v,p,p
f,f,?,f,f,f,c,b,g,e,b,k,k,o,?,p,w,o,l,h,y,d,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,?,h,v,?,p
f,f,g,f,f,f,c,b,?,e,b,k,k,b,b,p,w,o,l,h,y,g,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p
x,?,p,f,c,f,c,n,?,e,b,s,s,w,w,p,w,o,p,k,s,d,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,p
x,f,y,f,f,?,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,p
f,f,y,f,f,f,c,b,h,e,b,y,k,b,p,p,w,o,l,h,y,g,p
x,y,g,?,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,p
f,f,g,f,f,f,w,b,g,e,b,k,k,p,n,p,?,o,l,h,v,g,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,p
x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,p
x,s,y,f,f,f,c,b,g,e,b,k,k,b,p,p,y,o,l,h,v,p,p
x,y,g,?,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,e,h,v,d,p
f,y,g,f,f,f,c,b,g,e,b,k,k,b,w,p,w,o,l,h,?,p,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,p
x,f,y,f,f,f,?,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,p
k,y,n,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,b,v,l,e
